seed,accuracy,f1_macro,f1_micro,auc_macro,ap_micro
40,96.92787177203918,0.9691882477264624,0.9692787177203918,0.9965138342507777,0.9926358602297746
41,97.46215494211933,0.9745971173644475,0.9746215494211933,0.9973501222069117,0.9939000434236436
42,96.83882457702583,0.9684010142606573,0.9683882457702583,0.9967708785014997,0.9924197202753727
43,97.28406055209261,0.9727891619765292,0.9728406055209261,0.997021893322608,0.9933695798533694
44,97.41763134461264,0.9741691880532364,0.9741763134461264,0.9973093203296611,0.9943815089107857
mean,97.18610863757792,0.9718289458762666,0.9718610863757793,0.9969932097222916,0.9933413425385892
std,0.2857846221884434,0.0028629322238625803,0.0028578462218844607,0.00035614856490105934,0.000827946705842475
