seed,accuracy,f1_macro,f1_micro,auc_macro,ap_micro
40,98.25192802056554,0.9821542589053808,0.9825192802056555,0.9989630250236896,0.9983109015243035
41,98.25192802056554,0.9820387897938749,0.9825192802056555,0.9989850051407555,0.9985747966160552
42,98.50899742930591,0.9844126314206024,0.9850899742930591,0.9991676791583016,0.9987372652806515
43,98.45758354755783,0.9839685526604818,0.9845758354755784,0.9991658193596454,0.9987430784083908
44,98.25192802056554,0.9817100255146917,0.9825192802056555,0.9991846839201125,0.998818958154119
mean,98.34447300771208,0.9828568516590062,0.9834447300771207,0.999093242520501,0.9986369999967039
std,0.1280195331412736,0.00123838622622211,0.0012801953314127308,0.00010936369031831967,0.00020286941730276816
