seed,accuracy,f1_macro,f1_micro,auc_macro,ap_micro
40,98.40616966580977,0.9836357251160671,0.9840616966580977,0.9993063875521969,0.9987954547100657
41,98.56041131105398,0.9851582079725557,0.9856041131105399,0.9992119834924967,0.9989560874509709
42,98.7146529562982,0.986488647291165,0.987146529562982,0.9992670552566297,0.9988770669775844
43,98.7146529562982,0.9870628383514046,0.987146529562982,0.9991845413051464,0.9988020490544289
44,98.50899742930591,0.9842451416722898,0.9850899742930591,0.9992279198857975,0.9989114300410398
mean,98.58097686375321,0.9853181120806964,0.9858097686375322,0.9992395774984535,0.998868417646818
std,0.13407100062113186,0.0014509895897728948,0.0013407100062113213,4.78145431508562e-05,6.953281911231474e-05
