seed,accuracy,f1_macro,f1_micro,auc_macro,ap_micro
40,91.98575244879787,0.9197143979529235,0.9198575244879786,0.9855765155679944,0.9743502967106601
41,89.75957257346393,0.898647407624841,0.8975957257346393,0.9827018936716572,0.9645938671846443
42,90.73909171861087,0.9076256280763032,0.9073909171861086,0.9806720019641956,0.9632893442146608
43,92.43098842386465,0.9244283544392813,0.9243098842386465,0.9858682338979206,0.9743635943535691
44,91.71861086375779,0.9175315434188227,0.9171861086375779,0.9832648792170507,0.9680361870903
mean,91.32680320569902,0.9135894663024343,0.9132680320569901,0.9836167048637637,0.968926657910767
std,1.073378892630754,0.010360607362383551,0.01073378892630752,0.002153031406974936,0.0052517010382722475
