dataset,total_samples,valid_samples,removed_samples,mse_mean,mse_std,mae_mean,mae_std,max_absolute_error_worst,relative_error_mean,relative_error_std,relative_error_worst,mae_95_percentile,mae_99_percentile
ST,5000,4987,13,5.108762814346494e-05,1.8359622301969153e-05,0.004188831816137918,0.0009900366826170058,0.33059940916401054,0.007077286899534116,0.0012921438318436662,0.010240998907257378,0.005505724252904495,0.006033103859720164
