total_samples,valid_samples,removed_samples,mse_mean,mse_std,mae_mean,mae_std,max_absolute_error_worst,relative_error_mean,relative_error_std,relative_error_worst,mae_95_percentile,mae_99_percentile
5000,4988,12,5.8135723420155585e-05,1.4031815538312675e-05,0.004592180968790449,0.0007633797928958706,0.23709307394926604,0.007582892013673365,0.0009463022188234334,0.010001579068042754,0.0056192284704675455,0.006065209841693721
