dataset,total_samples,valid_samples,removed_samples,mse_mean,mse_std,mae_mean,mae_std,max_absolute_error_worst,relative_error_mean,relative_error_std,relative_error_worst,mae_95_percentile,mae_99_percentile
SB,5000,4996,4,5.642305371300668e-05,1.2734723308915306e-05,0.004347604953560355,0.0007579023412025195,0.20206347194232865,0.007463385727808107,0.0008720301047731453,0.009947209041130079,0.005527983421712551,0.005955031045208123
