dataset,total_samples,valid_samples,removed_samples,mse_mean,mse_std,mae_mean,mae_std,max_absolute_error_worst,relative_error_mean,relative_error_std,relative_error_worst,mae_95_percentile,mae_99_percentile
ST,3000,2991,9,4.9724102687317884e-05,2.214949903567934e-05,0.004092359322645988,0.0012546446043009375,0.1008824147689591,0.006987716645829592,0.001555509188386749,0.009669080459028001,0.005546469434716207,0.0060160877479914126
