dataset,total_samples,valid_samples,removed_samples,mse_mean,mse_std,mae_mean,mae_std,max_absolute_error_worst,relative_error_mean,relative_error_std,relative_error_worst,mae_95_percentile,mae_99_percentile
SB,5000,4986,14,5.9533898872023865e-05,1.1203974553748765e-05,0.004624651849574784,0.0006064686265654343,0.13446428529168453,0.007681218609737435,0.0007317173443602181,0.010503433639187947,0.005598666776759291,0.005985686433189844
